entity_id,split,attribute,template_kind,template,answer,top1_correct,constrained_correct,target_rank,target_logprob,margin,set
for_038,forget,city,train,The birthplace of {name} is,London,0.0,0.0,2588.0,-10.960270881652832,-0.7428016662597656,forget
for_038,forget,city,train,{name} spent their childhood in,London,0.0,1.0,1320.0,-10.846038818359375,0.25799560546875,forget
for_038,forget,city,train,"Before university, {name} lived in",London,0.0,0.0,2301.0,-11.782114028930664,-1.0981884002685547,forget
for_038,forget,city,train,{name}'s hometown is,London,0.0,0.0,486.0,-8.432515144348145,-1.6399078369140625,forget
for_039,forget,city,train,{name} was born in the city of,Rome,0.0,0.0,2137.0,-13.223484992980957,-3.3809051513671875,forget
for_039,forget,city,train,{name} grew up in,Rome,0.0,0.0,5834.0,-17.479673385620117,-2.7306060791015625,forget
for_039,forget,city,train,The birthplace of {name} is,Rome,0.0,0.0,16119.0,-14.957718849182129,-2.701001763343811,forget
for_039,forget,city,train,{name} spent their childhood in,Rome,0.0,0.0,12704.0,-20.395835876464844,-4.0614776611328125,forget
for_039,forget,city,train,"Before university, {name} lived in",Rome,0.0,0.0,13779.0,-17.841266632080078,-4.7317962646484375,forget
for_039,forget,city,train,{name}'s hometown is,Rome,0.0,0.0,10654.0,-17.784215927124023,-3.2537994384765625,forget
for_040,forget,city,train,{name} was born in the city of,Vienna,0.0,0.0,56.0,-6.064491271972656,-0.8778762817382812,forget
for_040,forget,city,train,{name} grew up in,Vienna,0.0,0.0,16218.0,-19.47439193725586,-7.795196533203125,forget
for_040,forget,city,train,The birthplace of {name} is,Vienna,0.0,0.0,39469.0,-18.70090103149414,-9.40291976928711,forget
for_040,forget,city,train,{name} spent their childhood in,Vienna,0.0,0.0,13596.0,-17.998302459716797,-5.962657928466797,forget
for_040,forget,city,train,"Before university, {name} lived in",Vienna,0.0,0.0,10880.0,-16.322689056396484,-4.8692779541015625,forget
for_040,forget,city,train,{name}'s hometown is,Vienna,0.0,0.0,13852.0,-15.583575248718262,-6.96306037902832,forget
for_041,forget,city,train,{name} was born in the city of,Rome,0.0,0.0,62.0,-6.253286838531494,-1.0772476196289062,forget
for_041,forget,city,train,{name} grew up in,Rome,0.0,0.0,11572.0,-16.89136505126953,-5.5675048828125,forget
for_041,forget,city,train,The birthplace of {name} is,Rome,0.0,0.0,18180.0,-14.544197082519531,-3.6515026092529297,forget
for_041,forget,city,train,{name} spent their childhood in,Rome,0.0,0.0,18639.0,-16.012598037719727,-5.881046295166016,forget
for_041,forget,city,train,"Before university, {name} lived in",Rome,0.0,0.0,8989.0,-16.01184844970703,-3.8334503173828125,forget
for_041,forget,city,train,{name}'s hometown is,Rome,0.0,0.0,9652.0,-13.026883125305176,-3.7157516479492188,forget
for_042,forget,city,train,{name} was born in the city of,Vienna,0.0,0.0,178.0,-6.950481414794922,-1.1229705810546875,forget
for_042,forget,city,train,{name} grew up in,Vienna,0.0,0.0,13191.0,-16.447551727294922,-6.5257110595703125,forget
for_042,forget,city,train,The birthplace of {name} is,Vienna,0.0,0.0,27745.0,-16.117504119873047,-5.883392333984375,forget
for_042,forget,city,train,{name} spent their childhood in,Vienna,0.0,0.0,10143.0,-14.274717330932617,-3.789928436279297,forget
for_042,forget,city,train,"Before university, {name} lived in",Vienna,0.0,0.0,21669.0,-16.51994514465332,-6.868730545043945,forget
for_042,forget,city,train,{name}'s hometown is,Vienna,0.0,0.0,11948.0,-13.554953575134277,-5.806770324707031,forget
for_043,forget,city,train,{name} was born in the city of,London,0.0,0.0,90.0,-6.312364101409912,-0.7613525390625,forget
for_043,forget,city,train,{name} grew up in,London,0.0,0.0,2989.0,-11.968839645385742,-0.94970703125,forget
for_043,forget,city,train,The birthplace of {name} is,London,0.0,0.0,6380.0,-13.080041885375977,-0.8691806793212891,forget
for_043,forget,city,train,{name} spent their childhood in,London,0.0,1.0,469.0,-10.290190696716309,2.8656768798828125,forget
for_043,forget,city,train,"Before university, {name} lived in",London,0.0,0.0,1909.0,-11.966058731079102,-0.15575408935546875,forget
for_043,forget,city,train,{name}'s hometown is,London,0.0,1.0,1316.0,-10.158968925476074,0.04170989990234375,forget
for_044,forget,city,train,{name} was born in the city of,Madrid,0.0,0.0,415.0,-7.70082950592041,-3.5123748779296875,forget
for_044,forget,city,train,{name} grew up in,Madrid,0.0,0.0,25166.0,-23.220102310180664,-10.607696533203125,forget
for_044,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,30679.0,-17.026996612548828,-7.457370758056641,forget
for_044,forget,city,train,{name} spent their childhood in,Madrid,0.0,0.0,17049.0,-16.581552505493164,-6.902435302734375,forget
for_044,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,17947.0,-17.4338436126709,-6.4847564697265625,forget
for_044,forget,city,train,{name}'s hometown is,Madrid,0.0,0.0,32097.0,-18.26725196838379,-7.666767120361328,forget
for_045,forget,city,train,{name} was born in the city of,Rome,0.0,0.0,651.0,-9.460890769958496,-0.8649826049804688,forget
for_045,forget,city,train,{name} grew up in,Rome,0.0,0.0,6697.0,-16.262107849121094,-1.6201171875,forget
for_045,forget,city,train,The birthplace of {name} is,Rome,0.0,0.0,11771.0,-14.672654151916504,-2.980936050415039,forget
for_045,forget,city,train,{name} spent their childhood in,Rome,0.0,1.0,2578.0,-15.132946014404297,0.32196044921875,forget
for_045,forget,city,train,"Before university, {name} lived in",Rome,0.0,0.0,7935.0,-15.088724136352539,-2.4225845336914062,forget
for_045,forget,city,train,{name}'s hometown is,Rome,0.0,1.0,2613.0,-11.235197067260742,1.7186164855957031,forget
for_046,forget,city,train,{name} was born in the city of,Dublin,0.0,0.0,13048.0,-14.957942008972168,-6.896404266357422,forget
for_046,forget,city,train,{name} grew up in,Dublin,0.0,0.0,19840.0,-20.253259658813477,-7.053680419921875,forget
for_046,forget,city,train,The birthplace of {name} is,Dublin,0.0,0.0,45927.0,-19.868406295776367,-9.843225479125977,forget
for_046,forget,city,train,{name} spent their childhood in,Dublin,0.0,0.0,24205.0,-18.104610443115234,-7.519893646240234,forget
for_046,forget,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,40504.0,-22.652313232421875,-10.17626953125,forget
for_046,forget,city,train,{name}'s hometown is,Dublin,0.0,0.0,26752.0,-17.173473358154297,-7.28131103515625,forget
for_047,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,208.0,-7.047855854034424,-2.7902603149414062,forget
for_047,forget,city,train,{name} grew up in,Berlin,0.0,0.0,14836.0,-19.3102970123291,-6.915618896484375,forget
for_047,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,19478.0,-15.768492698669434,-4.391324996948242,forget
for_047,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,8426.0,-15.102254867553711,-6.487297058105469,forget
for_047,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,3776.0,-11.946361541748047,-2.7190494537353516,forget
for_047,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,14267.0,-15.398364067077637,-5.555522918701172,forget
ret_000,retain,city,train,{name} was born in the city of,Moscow,0.0,0.0,7123.0,-12.690428733825684,-7.020957946777344,retain
ret_000,retain,city,train,{name} grew up in,Moscow,0.0,0.0,8684.0,-14.38037109375,-6.990409851074219,retain
ret_000,retain,city,train,The birthplace of {name} is,Moscow,0.0,0.0,25161.0,-15.757749557495117,-5.714786529541016,retain
ret_000,retain,city,train,{name} spent their childhood in,Moscow,0.0,0.0,5298.0,-12.357484817504883,-6.508750915527344,retain
ret_000,retain,city,train,"Before university, {name} lived in",Moscow,0.0,0.0,11736.0,-15.043084144592285,-5.741935729980469,retain
ret_000,retain,city,train,{name}'s hometown is,Moscow,0.0,0.0,8300.0,-12.82103443145752,-6.0818328857421875,retain
ret_001,retain,city,train,{name} was born in the city of,Dublin,0.0,0.0,986.0,-8.859594345092773,-3.4050445556640625,retain
ret_001,retain,city,train,{name} grew up in,Dublin,0.0,0.0,21248.0,-18.37912368774414,-7.491943359375,retain
ret_001,retain,city,train,The birthplace of {name} is,Dublin,0.0,0.0,46124.0,-20.112960815429688,-9.28260612487793,retain
ret_001,retain,city,train,{name} spent their childhood in,Dublin,0.0,0.0,32364.0,-18.46164894104004,-8.532203674316406,retain
ret_001,retain,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,34901.0,-18.303709030151367,-8.507977485656738,retain
ret_001,retain,city,train,{name}'s hometown is,Dublin,0.0,0.0,29523.0,-17.994997024536133,-8.411003112792969,retain
ret_002,retain,city,train,{name} was born in the city of,Vienna,0.0,0.0,9064.0,-13.732858657836914,-6.368030548095703,retain
ret_002,retain,city,train,{name} grew up in,Vienna,0.0,0.0,13582.0,-19.564245223999023,-6.4648590087890625,retain
ret_002,retain,city,train,The birthplace of {name} is,Vienna,0.0,0.0,26840.0,-17.400129318237305,-7.415880441665649,retain
ret_002,retain,city,train,{name} spent their childhood in,Vienna,0.0,0.0,8657.0,-14.064407348632812,-4.400688171386719,retain
ret_002,retain,city,train,"Before university, {name} lived in",Vienna,0.0,0.0,10973.0,-14.967270851135254,-4.311958312988281,retain
ret_002,retain,city,train,{name}'s hometown is,Vienna,0.0,0.0,13619.0,-14.782726287841797,-4.147979736328125,retain
ret_003,retain,city,train,{name} was born in the city of,Cairo,0.0,0.0,3676.0,-13.444117546081543,-3.8287811279296875,retain
ret_003,retain,city,train,{name} grew up in,Cairo,0.0,0.0,19422.0,-20.340476989746094,-7.3412017822265625,retain
ret_003,retain,city,train,The birthplace of {name} is,Cairo,0.0,0.0,34287.0,-17.955608367919922,-5.635472297668457,retain
ret_003,retain,city,train,{name} spent their childhood in,Cairo,0.0,0.0,27737.0,-18.341005325317383,-8.103889465332031,retain
ret_003,retain,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,13115.0,-15.949440956115723,-4.986629486083984,retain
ret_003,retain,city,train,{name}'s hometown is,Cairo,0.0,0.0,25086.0,-18.20574951171875,-8.29349136352539,retain
ret_004,retain,city,train,{name} was born in the city of,Madrid,0.0,0.0,8912.0,-14.350105285644531,-8.18027114868164,retain
ret_004,retain,city,train,{name} grew up in,Madrid,0.0,0.0,17706.0,-19.14912986755371,-8.291488647460938,retain
ret_004,retain,city,train,The birthplace of {name} is,Madrid,0.0,0.0,27326.0,-17.998807907104492,-6.59099006652832,retain
ret_004,retain,city,train,{name} spent their childhood in,Madrid,0.0,0.0,9094.0,-15.277998924255371,-6.3726043701171875,retain
ret_004,retain,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,15843.0,-18.03130531311035,-5.317291259765625,retain
ret_004,retain,city,train,{name}'s hometown is,Madrid,0.0,0.0,17837.0,-15.515714645385742,-5.8022918701171875,retain
ret_005,retain,city,train,{name} was born in the city of,Madrid,0.0,0.0,224.0,-7.070819854736328,-1.30133056640625,retain
ret_005,retain,city,train,{name} grew up in,Madrid,0.0,0.0,30143.0,-20.964513778686523,-10.068710327148438,retain
ret_005,retain,city,train,The birthplace of {name} is,Madrid,0.0,0.0,38103.0,-19.013469696044922,-7.690465927124023,retain
ret_005,retain,city,train,{name} spent their childhood in,Madrid,0.0,0.0,28271.0,-21.33060646057129,-10.463157653808594,retain
ret_005,retain,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,18935.0,-15.973703384399414,-6.004283905029297,retain
ret_005,retain,city,train,{name}'s hometown is,Madrid,0.0,0.0,27824.0,-20.429590225219727,-9.788421630859375,retain
ret_006,retain,city,train,{name} was born in the city of,Berlin,0.0,0.0,1567.0,-11.220006942749023,-4.665412902832031,retain
ret_006,retain,city,train,{name} grew up in,Berlin,0.0,0.0,7226.0,-16.44947052001953,-6.3245849609375,retain
ret_006,retain,city,train,The birthplace of {name} is,Berlin,0.0,0.0,20295.0,-15.472339630126953,-4.818788528442383,retain
ret_006,retain,city,train,{name} spent their childhood in,Berlin,0.0,0.0,7045.0,-14.923306465148926,-4.629261016845703,retain
ret_006,retain,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,4220.0,-13.098973274230957,-1.77178955078125,retain
ret_006,retain,city,train,{name}'s hometown is,Berlin,0.0,0.0,15442.0,-14.91478443145752,-5.070499420166016,retain
ret_007,retain,city,train,{name} was born in the city of,Oslo,0.0,0.0,503.0,-7.852729320526123,-3.0293045043945312,retain
ret_007,retain,city,train,{name} grew up in,Oslo,0.0,0.0,35370.0,-20.95499610900879,-11.128074645996094,retain
ret_007,retain,city,train,The birthplace of {name} is,Oslo,0.0,0.0,18843.0,-14.851408958435059,-2.642627716064453,retain
ret_007,retain,city,train,{name} spent their childhood in,Oslo,0.0,0.0,28789.0,-18.08009147644043,-7.927421569824219,retain
ret_007,retain,city,train,"Before university, {name} lived in",Oslo,0.0,0.0,22717.0,-15.809202194213867,-6.444997787475586,retain
ret_007,retain,city,train,{name}'s hometown is,Oslo,0.0,0.0,32515.0,-17.323543548583984,-8.788864135742188,retain
ret_008,retain,city,train,{name} was born in the city of,Cairo,0.0,1.0,43.0,-5.674816131591797,0.31072998046875,retain
ret_008,retain,city,train,{name} grew up in,Cairo,0.0,0.0,11803.0,-18.333118438720703,-6.8693084716796875,retain
ret_008,retain,city,train,The birthplace of {name} is,Cairo,0.0,0.0,14150.0,-14.65127944946289,-4.623345136642456,retain
ret_008,retain,city,train,{name} spent their childhood in,Cairo,0.0,0.0,7409.0,-14.726741790771484,-4.690483093261719,retain
ret_008,retain,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,10684.0,-15.143733024597168,-4.67547607421875,retain
ret_008,retain,city,train,{name}'s hometown is,Cairo,0.0,0.0,10917.0,-14.88295841217041,-4.017402648925781,retain
ret_009,retain,city,train,{name} was born in the city of,Berlin,0.0,0.0,132.0,-6.676110744476318,-1.197601318359375,retain
ret_009,retain,city,train,{name} grew up in,Berlin,0.0,0.0,1044.0,-10.902335166931152,-1.850684642791748,retain
ret_009,retain,city,train,The birthplace of {name} is,Berlin,0.0,0.0,17290.0,-14.9140625,-4.776797294616699,retain
ret_009,retain,city,train,{name} spent their childhood in,Berlin,0.0,0.0,1076.0,-10.311661720275879,-2.522022247314453,retain
ret_009,retain,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,2975.0,-12.48611068725586,-1.3081817626953125,retain
ret_009,retain,city,train,{name}'s hometown is,Berlin,0.0,0.0,2687.0,-11.072834014892578,-2.1155014038085938,retain
ret_010,retain,city,train,{name} was born in the city of,Moscow,0.0,0.0,1149.0,-9.919323921203613,-3.1840744018554688,retain
ret_010,retain,city,train,{name} grew up in,Moscow,0.0,0.0,11671.0,-17.17159652709961,-6.0911865234375,retain
ret_010,retain,city,train,The birthplace of {name} is,Moscow,0.0,0.0,15965.0,-14.771928787231445,-3.280231475830078,retain
ret_010,retain,city,train,{name} spent their childhood in,Moscow,0.0,0.0,4061.0,-14.257530212402344,-1.6148300170898438,retain
ret_010,retain,city,train,"Before university, {name} lived in",Moscow,0.0,0.0,11203.0,-17.09135627746582,-4.6207275390625,retain
ret_010,retain,city,train,{name}'s hometown is,Moscow,0.0,0.0,19518.0,-15.272063255310059,-3.8757705688476562,retain
ret_011,retain,city,train,{name} was born in the city of,London,0.0,0.0,289.0,-7.513095855712891,-2.3596038818359375,retain
ret_011,retain,city,train,{name} grew up in,London,0.0,0.0,4177.0,-13.889176368713379,-1.3844680786132812,retain
ret_011,retain,city,train,The birthplace of {name} is,London,0.0,0.0,10085.0,-13.56454086303711,-0.6868858337402344,retain
ret_011,retain,city,train,{name} spent their childhood in,London,0.0,0.0,3208.0,-12.022765159606934,-0.2721824645996094,retain
ret_011,retain,city,train,"Before university, {name} lived in",London,0.0,1.0,1911.0,-11.123396873474121,0.5325117111206055,retain
ret_011,retain,city,train,{name}'s hometown is,London,0.0,1.0,3479.0,-11.223516464233398,1.164581298828125,retain
ret_012,retain,city,train,{name} was born in the city of,London,0.0,1.0,785.0,-11.27006721496582,0.131561279296875,retain
ret_012,retain,city,train,{name} grew up in,London,0.0,0.0,11222.0,-17.406753540039062,-2.0820159912109375,retain
ret_012,retain,city,train,The birthplace of {name} is,London,0.0,1.0,14306.0,-14.948938369750977,0.2681455612182617,retain
ret_012,retain,city,train,{name} spent their childhood in,London,0.0,0.0,7682.0,-14.469072341918945,-0.08218002319335938,retain
ret_012,retain,city,train,"Before university, {name} lived in",London,0.0,1.0,2868.0,-12.645959854125977,0.74542236328125,retain
ret_012,retain,city,train,{name}'s hometown is,London,0.0,0.0,7185.0,-12.681570053100586,-1.3692474365234375,retain
ret_013,retain,city,train,{name} was born in the city of,Oslo,0.0,0.0,88.0,-6.344115734100342,-0.8160629272460938,retain
ret_013,retain,city,train,{name} grew up in,Oslo,0.0,0.0,19268.0,-16.004718780517578,-6.489347457885742,retain
ret_013,retain,city,train,The birthplace of {name} is,Oslo,0.0,0.0,10122.0,-13.47213363647461,-2.2075462341308594,retain
ret_013,retain,city,train,{name} spent their childhood in,Oslo,0.0,0.0,7862.0,-13.711569786071777,-3.9359378814697266,retain
ret_013,retain,city,train,"Before university, {name} lived in",Oslo,0.0,0.0,7575.0,-13.268245697021484,-3.668431282043457,retain
ret_013,retain,city,train,{name}'s hometown is,Oslo,0.0,0.0,9907.0,-13.37662124633789,-4.224262237548828,retain
ret_014,retain,city,train,{name} was born in the city of,Cairo,0.0,0.0,12184.0,-14.929430961608887,-6.999706268310547,retain
ret_014,retain,city,train,{name} grew up in,Cairo,0.0,0.0,35643.0,-23.56417465209961,-12.746978759765625,retain
ret_014,retain,city,train,The birthplace of {name} is,Cairo,0.0,0.0,31913.0,-16.674379348754883,-5.471832275390625,retain
ret_014,retain,city,train,{name} spent their childhood in,Cairo,0.0,0.0,47598.0,-25.068777084350586,-13.234489440917969,retain
ret_014,retain,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,11354.0,-15.123785972595215,-5.281410217285156,retain
ret_014,retain,city,train,{name}'s hometown is,Cairo,0.0,0.0,43766.0,-22.21583366394043,-12.166622161865234,retain
ret_015,retain,city,train,{name} was born in the city of,Tokyo,0.0,0.0,1063.0,-8.841262817382812,-5.07147216796875,retain
ret_015,retain,city,train,{name} grew up in,Tokyo,0.0,0.0,10297.0,-14.379878044128418,-5.3141632080078125,retain
ret_015,retain,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,27888.0,-16.092241287231445,-6.216217041015625,retain
ret_015,retain,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,19908.0,-17.21887969970703,-6.161693572998047,retain
ret_015,retain,city,train,"Before university, {name} lived in",Tokyo,0.0,0.0,4336.0,-12.439661026000977,-3.227130889892578,retain
ret_015,retain,city,train,{name}'s hometown is,Tokyo,0.0,0.0,15720.0,-15.326629638671875,-4.778251647949219,retain
ret_016,retain,city,train,{name} was born in the city of,Paris,0.0,0.0,2194.0,-12.4782133102417,-1.9817352294921875,retain
ret_016,retain,city,train,{name} grew up in,Paris,0.0,0.0,9366.0,-17.17604637145996,-2.88677978515625,retain
ret_016,retain,city,train,The birthplace of {name} is,Paris,0.0,0.0,28856.0,-17.08425521850586,-3.5242691040039062,retain
ret_016,retain,city,train,{name} spent their childhood in,Paris,0.0,0.0,14448.0,-15.710301399230957,-2.3886947631835938,retain
ret_016,retain,city,train,"Before university, {name} lived in",Paris,0.0,0.0,6806.0,-13.865748405456543,-1.4269866943359375,retain
ret_016,retain,city,train,{name}'s hometown is,Paris,0.0,0.0,20639.0,-16.747005462646484,-3.6274986267089844,retain
ret_017,retain,city,train,{name} was born in the city of,Rome,0.0,0.0,3051.0,-12.606208801269531,-3.2435150146484375,retain
ret_017,retain,city,train,{name} grew up in,Rome,0.0,0.0,10526.0,-18.46246337890625,-3.871917724609375,retain
ret_017,retain,city,train,The birthplace of {name} is,Rome,0.0,0.0,17738.0,-15.145224571228027,-4.367124557495117,retain
ret_017,retain,city,train,{name} spent their childhood in,Rome,0.0,0.0,15245.0,-16.334299087524414,-4.196636199951172,retain
ret_017,retain,city,train,"Before university, {name} lived in",Rome,0.0,0.0,14620.0,-18.11500358581543,-5.3212127685546875,retain
ret_017,retain,city,train,{name}'s hometown is,Rome,0.0,0.0,14277.0,-15.380305290222168,-2.686504364013672,retain
ret_018,retain,city,train,{name} was born in the city of,Oslo,0.0,0.0,394.0,-7.651094436645508,-3.9599761962890625,retain
ret_018,retain,city,train,{name} grew up in,Oslo,0.0,0.0,24128.0,-18.964920043945312,-8.950069427490234,retain
ret_018,retain,city,train,The birthplace of {name} is,Oslo,0.0,0.0,26272.0,-16.286291122436523,-6.092861175537109,retain
ret_018,retain,city,train,{name} spent their childhood in,Oslo,0.0,0.0,12899.0,-16.825149536132812,-6.454999923706055,retain
ret_018,retain,city,train,"Before university, {name} lived in",Oslo,0.0,0.0,14968.0,-15.838013648986816,-5.296073913574219,retain
ret_018,retain,city,train,{name}'s hometown is,Oslo,0.0,0.0,21267.0,-18.345027923583984,-8.259990692138672,retain
ret_019,retain,city,train,{name} was born in the city of,Madrid,0.0,0.0,886.0,-8.694635391235352,-2.64251708984375,retain
ret_019,retain,city,train,{name} grew up in,Madrid,0.0,0.0,24688.0,-17.977272033691406,-9.524368286132812,retain
ret_019,retain,city,train,The birthplace of {name} is,Madrid,0.0,0.0,29914.0,-16.682018280029297,-6.800067901611328,retain
ret_019,retain,city,train,{name} spent their childhood in,Madrid,0.0,0.0,22535.0,-17.16047477722168,-6.7325897216796875,retain
ret_019,retain,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,13168.0,-16.203887939453125,-5.1490936279296875,retain
ret_019,retain,city,train,{name}'s hometown is,Madrid,0.0,0.0,35773.0,-18.902667999267578,-10.194847106933594,retain
ret_020,retain,city,train,{name} was born in the city of,Paris,0.0,0.0,83.0,-6.32096004486084,-1.4942779541015625,retain
ret_020,retain,city,train,{name} grew up in,Paris,0.0,0.0,2234.0,-11.071632385253906,-3.3451080322265625,retain
ret_020,retain,city,train,The birthplace of {name} is,Paris,0.0,0.0,16033.0,-14.417874336242676,-4.559226989746094,retain
ret_020,retain,city,train,{name} spent their childhood in,Paris,0.0,0.0,721.0,-10.189129829406738,-1.38446044921875,retain
ret_020,retain,city,train,"Before university, {name} lived in",Paris,0.0,0.0,3099.0,-11.904417037963867,-0.7747650146484375,retain
ret_020,retain,city,train,{name}'s hometown is,Paris,0.0,0.0,5899.0,-11.94935131072998,-2.9421043395996094,retain
ret_021,retain,city,train,{name} was born in the city of,Berlin,0.0,0.0,3510.0,-13.428232192993164,-3.7784881591796875,retain
ret_021,retain,city,train,{name} grew up in,Berlin,0.0,0.0,17971.0,-19.855466842651367,-7.0651092529296875,retain
ret_021,retain,city,train,The birthplace of {name} is,Berlin,0.0,0.0,32005.0,-17.381710052490234,-6.798526763916016,retain
ret_021,retain,city,train,{name} spent their childhood in,Berlin,0.0,0.0,23580.0,-17.733808517456055,-6.0350494384765625,retain
ret_021,retain,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,4629.0,-13.314319610595703,-1.7564582824707031,retain
ret_021,retain,city,train,{name}'s hometown is,Berlin,0.0,0.0,16528.0,-16.574420928955078,-5.446685791015625,retain
ret_022,retain,city,train,{name} was born in the city of,Oslo,0.0,0.0,1477.0,-9.129056930541992,-4.4414825439453125,retain
ret_022,retain,city,train,{name} grew up in,Oslo,0.0,0.0,38559.0,-26.07010269165039,-12.354034423828125,retain
ret_022,retain,city,train,The birthplace of {name} is,Oslo,0.0,0.0,30619.0,-17.50777816772461,-7.127431869506836,retain
ret_022,retain,city,train,{name} spent their childhood in,Oslo,0.0,0.0,38214.0,-21.3066463470459,-8.967544794082642,retain
ret_022,retain,city,train,"Before university, {name} lived in",Oslo,0.0,0.0,21797.0,-20.14330291748047,-7.723602294921875,retain
ret_022,retain,city,train,{name}'s hometown is,Oslo,0.0,0.0,39504.0,-19.945167541503906,-9.980270385742188,retain
ret_023,retain,city,train,{name} was born in the city of,Dublin,0.0,0.0,94.0,-6.36690616607666,-1.6794891357421875,retain
ret_023,retain,city,train,{name} grew up in,Dublin,0.0,0.0,9688.0,-15.761045455932617,-4.8603363037109375,retain
ret_023,retain,city,train,The birthplace of {name} is,Dublin,0.0,0.0,27392.0,-17.043018341064453,-7.557753562927246,retain
ret_023,retain,city,train,{name} spent their childhood in,Dublin,0.0,0.0,18860.0,-17.37375831604004,-4.889892578125,retain
ret_023,retain,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,26250.0,-20.587106704711914,-9.161148071289062,retain
ret_023,retain,city,train,{name}'s hometown is,Dublin,0.0,0.0,23957.0,-17.877756118774414,-6.968837738037109,retain
ret_024,retain,city,train,{name} was born in the city of,Lisbon,0.0,0.0,11274.0,-13.946372985839844,-7.473350524902344,retain
ret_024,retain,city,train,{name} grew up in,Lisbon,0.0,0.0,24215.0,-22.4595890045166,-9.647232055664062,retain
ret_024,retain,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,33481.0,-17.40668296813965,-8.268096923828125,retain
ret_024,retain,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,26393.0,-19.06507110595703,-9.575515747070312,retain
ret_024,retain,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,34419.0,-19.15146827697754,-8.6085205078125,retain
ret_024,retain,city,train,{name}'s hometown is,Lisbon,0.0,0.0,33053.0,-19.285879135131836,-8.810802459716797,retain
ret_025,retain,city,train,{name} was born in the city of,Rome,0.0,0.0,98.0,-6.410682201385498,-2.2753219604492188,retain
ret_025,retain,city,train,{name} grew up in,Rome,0.0,0.0,9644.0,-16.102632522583008,-5.269374847412109,retain
ret_025,retain,city,train,The birthplace of {name} is,Rome,0.0,0.0,18315.0,-15.50015926361084,-4.267948150634766,retain
ret_025,retain,city,train,{name} spent their childhood in,Rome,0.0,0.0,20042.0,-17.19808006286621,-5.475045204162598,retain
ret_025,retain,city,train,"Before university, {name} lived in",Rome,0.0,0.0,7311.0,-15.70025634765625,-3.4105682373046875,retain
ret_025,retain,city,train,{name}'s hometown is,Rome,0.0,0.0,7231.0,-12.668828010559082,-4.9874420166015625,retain
ret_026,retain,city,train,{name} was born in the city of,Madrid,0.0,0.0,246.0,-7.212658882141113,-1.6924057006835938,retain
ret_026,retain,city,train,{name} grew up in,Madrid,0.0,0.0,27593.0,-19.49030113220215,-8.029869079589844,retain
ret_026,retain,city,train,The birthplace of {name} is,Madrid,0.0,0.0,36655.0,-18.993022918701172,-8.076189041137695,retain
ret_026,retain,city,train,{name} spent their childhood in,Madrid,0.0,0.0,30676.0,-20.346988677978516,-10.017017364501953,retain
ret_026,retain,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,12269.0,-16.01278305053711,-5.911945343017578,retain
ret_026,retain,city,train,{name}'s hometown is,Madrid,0.0,0.0,32192.0,-18.9364013671875,-8.449104309082031,retain
ret_027,retain,city,train,{name} was born in the city of,Moscow,0.0,0.0,3658.0,-11.897956848144531,-3.5029640197753906,retain
ret_027,retain,city,train,{name} grew up in,Moscow,0.0,0.0,18418.0,-18.554183959960938,-5.0955657958984375,retain
ret_027,retain,city,train,The birthplace of {name} is,Moscow,0.0,0.0,31011.0,-17.66452407836914,-6.144354820251465,retain
ret_027,retain,city,train,{name} spent their childhood in,Moscow,0.0,0.0,15527.0,-15.262964248657227,-4.4234771728515625,retain
ret_027,retain,city,train,"Before university, {name} lived in",Moscow,0.0,0.0,18237.0,-17.272966384887695,-5.334297180175781,retain
ret_027,retain,city,train,{name}'s hometown is,Moscow,0.0,0.0,23243.0,-16.74334716796875,-6.941886901855469,retain
ret_028,retain,city,train,{name} was born in the city of,Dublin,0.0,0.0,325.0,-7.465587615966797,-1.3304519653320312,retain
ret_028,retain,city,train,{name} grew up in,Dublin,0.0,0.0,11038.0,-16.164222717285156,-5.178409576416016,retain
ret_028,retain,city,train,The birthplace of {name} is,Dublin,0.0,0.0,34039.0,-18.34749984741211,-7.5409698486328125,retain
